"","tcga.dataset","B-cells","DC","Macrophages","Exhausted CD8","T-cells","CD8 T cells","Neutrophils","Cytotoxic cells","Treg","NK CD56dim cells","Mast cells","NK cells","CD45","Th1 cells"
"TCGA.AB.2928.03A.01T.0740.13","LAML",5.54538964938963,0.238718950809869,5.61979153407187,8.1345534823308,4.69822321802896,4.84740595552254,3.43793047575026,6.14693582425695,3.83731760210942,3.38761150772945,2.77843078044346,1.11167659281661,13.2339993976802,4.73949170436726
"TCGA.AB.3000.03A.01T.0736.13","LAML",5.74347574524413,1.31330118795492,9.16075602285919,7.26869252427272,5.18288998325312,4.46311381493903,7.41490605251932,7.08542316585894,4.14744509967931,1.92911868664826,9.53171172986842,0.948065403453893,12.8553770928412,4.44648121982837
"TCGA.AB.3009.03A.01T.0736.13","LAML",6.35525274142781,1.20429382286348,6.75009698151516,8.2073461835323,7.20732924811116,5.9993481373562,5.04407221353402,6.72273313691132,2.69581569161564,3.48666965922936,7.80392496769868,1.36640725435409,13.0195721907194,6.00654712988132
"TCGA.AB.2861.03A.01T.0736.13","LAML",4.56023754516537,2.34876033777894,10.4418140719963,6.30653542238548,5.99860918794639,5.31696457021247,6.23912337098,6.97836797924398,4.45204186494195,3.6367023392238,4.28274391499077,2.47718665605669,12.5216301029954,5.43514183570799
"TCGA.AB.2988.03B.01T.0748.13","LAML",6.82496410614977,0.668933560028051,6.92190308226119,6.55426141404749,5.2094822225879,4.09023847252229,5.48946475918007,6.13419633295634,3.13564978172181,2.07473489357964,4.94149756290427,1.47918426888311,13.437371780529,4.41801449260419
"TCGA.AB.2877.03A.01T.0735.13","LAML",4.75669930055367,0.829351344614385,6.16245099228756,7.17886720912691,6.87153595508594,5.8172152860873,4.07433860919816,7.60823409828292,4.13238765132629,2.82740579451396,9.21250305459309,2.82505326661305,13.0510133105777,5.64548839690597
"TCGA.AB.2936.03A.01T.0740.13","LAML",8.07864790513015,0.852188119688487,8.61489721421994,8.52494369702584,8.90814131467968,8.13545080315714,7.48045691718813,8.56469883839353,5.74016932574911,5.23352090457102,7.65164616997591,3.69884854717209,13.6360427808606,7.28233415671715
"TCGA.AB.2972.03A.01T.0734.13","LAML",5.76068556886896,0.734254161758629,6.18681835772104,7.31410224787212,8.01928703116147,5.97657647506244,5.1561438706402,7.61356018881342,4.77116193724826,3.50840311081603,5.93835067082687,3.03299205496017,12.542515592153,5.46738383075773
"TCGA.AB.2837.03A.01T.0736.13","LAML",6.6858962282609,1.97606737241337,12.2538175530473,7.40643545204346,5.95022457997913,5.49183615004231,9.48819239263712,7.00370410592641,4.77115665386061,3.88253466136865,7.65169434736003,2.79212044751236,14.5202795116024,5.45222311652489
"TCGA.AB.2888.03B.01T.0748.13","LAML",6.15248690332307,2.36820307877468,11.6395875045881,8.41970806120431,8.89710300219866,7.53729565754469,9.88668056230035,8.07432438761669,5.21035379418507,4.58461879640214,8.0054362330542,3.8884623419622,14.6616809519221,6.7392689106919
"TCGA.AB.2875.03A.01T.0735.13","LAML",6.24104415054416,1.32341813032535,8.01932257001189,8.29407335963575,8.33628751155902,7.23707967221307,6.32138349525933,7.79611779489304,4.99064178882724,3.65040630542514,10.0385998493792,3.48300808735148,13.5223151818306,7.06720200495117
"TCGA.AB.2886.03A.01T.0735.13","LAML",6.15112202676651,1.19448020721209,7.14200108273845,7.23912478890305,7.28977661314623,6.29202203894386,4.85178327684949,6.47301928124474,3.53012069617467,3.24945443342943,9.5440917852054,2.26521605211289,12.9567401612967,5.51963939767911
"TCGA.AB.2889.03A.01T.0735.13","LAML",5.02988554338711,2.65501024728927,10.2918171309238,7.81437359908175,7.28845499546771,5.89120520680428,7.90987676560467,6.87905090692537,4.38292312514683,3.17903751037053,9.73278378656655,3.39974316660448,13.2609389193798,5.32697949402175
"TCGA.AB.2899.03A.01T.0736.13","LAML",8.57745554701337,3.78127831132761,10.5636084566916,8.5999679438502,7.79347110231513,7.80732023956538,8.55838585057625,8.26020230405927,4.92896244083598,5.09400023362647,9.02378364841707,4.26019247936627,12.7162733754965,7.1005288375497
"TCGA.AB.2979.03B.01T.0760.13","LAML",6.76670088185908,2.50606127830178,8.02878370206174,7.76205244699014,7.08795481511119,6.64996689645689,6.30746864252185,7.2958837654855,4.8959181562342,2.25575916217431,8.56532549967575,1.73230796873835,12.3585485164682,4.87230673447232
"TCGA.AB.2859.03A.01T.0736.13","LAML",7.00973414541678,0.838085116057976,8.74669224503388,8.54236045923428,9.24559952535353,9.07927963874705,6.65846256247203,8.82290356865816,5.72410179058874,5.52921609586777,7.32011030827349,2.73542315071485,13.9365886123423,7.52931263487459
"TCGA.AB.2949.03B.01T.0748.13","LAML",6.06446263199342,1.11704452994367,9.09295521621068,8.72269138438772,6.92852947089751,5.38806977957503,8.3014584065001,6.90214819494226,4.31293376629039,2.61753074204731,6.95241684831505,2.9176918480528,12.9453083030055,3.68193270641671
"TCGA.AB.3011.03A.01T.0736.13","LAML",7.03218776561623,1.35861413361283,6.7282679184443,7.18520877162748,6.81529145628099,6.33389132537996,3.88864683395601,5.65791447540325,3.93001817590045,2.05171182772152,7.90287856192298,0.906718500844027,12.8046714666294,4.10716894135459
"TCGA.AB.2848.03A.01T.0736.13","LAML",6.7723745636124,0.732223329177176,9.77681444182277,7.74385254110765,6.23867920672021,5.86896117355784,8.64107948306519,7.41230111021902,4.87300108482771,2.64968194958766,8.52621937818657,2.40557848407901,14.3471302648954,5.83675479909214
"TCGA.AB.2885.03A.01T.0735.13","LAML",6.14193214606177,0.305695996095123,7.58880823638249,9.14259799399363,7.45468233323889,7.15886678931341,5.87827752556262,8.20171709151818,4.88464675885811,4.08637404330952,9.97194990520464,3.43838783724475,13.5722781432958,7.67539183729217
"TCGA.AB.2916.03A.01T.0734.13","LAML",5.78768913843702,1.68109241818031,11.839407281424,8.10457145744936,8.99303928819531,7.65164955288907,10.1325899985993,7.89659490325984,4.81846714073189,3.46356071690114,6.58189118895367,4.22553075104309,14.7556010287185,6.70986820475002
"TCGA.AB.2805.03A.01T.0734.13","LAML",5.96183498805064,1.98545522372611,10.8723286785048,8.25182880931544,6.49082908032832,5.03682621643185,8.24310315640442,6.67348405812434,3.39845982712238,2.53137327900577,6.54740554016238,2.16862283078787,14.2682439933484,5.45411007530487
"TCGA.AB.2996.03A.01T.0735.13","LAML",6.59136551217214,3.4685587656839,10.8860159154678,7.77522220253267,6.77054704515527,6.25649444708063,7.9927048337418,7.34921726098478,4.34418936650199,2.57798096224045,11.0108934760292,4.87917913488305,13.4909191374594,5.74876176316675
"TCGA.AB.2857.03A.01T.0736.13","LAML",8.71525202938929,2.89319293875949,9.49189954735509,8.64729745488389,8.71787364085652,8.12197574236352,9.12554605743376,8.88559440714771,6.33959884522056,5.8887766064519,10.9769733527111,4.64970410279453,13.4469946439783,7.50869406245272
"TCGA.AB.2845.03B.01T.0748.13","LAML",6.62569661028965,2.1664051837846,9.29479306406084,7.77760043140035,7.30561801045453,6.87953354586207,5.96332292785198,7.38387346324594,3.90851511704592,2.51580205432445,8.06949180860156,2.64504659148317,12.6222117565876,5.14540437690142
"TCGA.AB.2830.03A.01T.0736.13","LAML",8.36516913714962,1.85099686708667,8.82125605655806,8.14064797525915,8.37998203852335,7.44324622438919,4.90024803764841,8.60452388498771,5.27104463236816,4.71091694564991,4.93695012141525,4.0129030989476,13.5164911079934,7.15266308814875
"TCGA.AB.2854.03A.01T.0734.13","LAML",6.83232752388298,3.53218582526957,9.97998852268213,7.7238352023432,7.5721313952731,7.76806040927607,8.919747173581,6.47115765366335,3.88447093479539,2.53253217242071,6.03421501458655,4.30634995126787,12.927965563191,4.33161923687844
"TCGA.AB.2919.03A.01T.0740.13","LAML",6.31051127244862,0.393000466366415,6.06482187004035,7.18398396538406,6.69497874172914,5.36766403800208,3.83790061006765,5.90490355392389,3.78925975143968,2.10798529495923,8.31859039989677,3.60919825022389,12.7520874778622,3.83534809362503
"TCGA.AB.2935.03A.01T.0740.13","LAML",6.8570809782343,3.44765789874993,9.87193585929656,9.27275854334717,8.56183638160967,8.65030040424972,8.24951480669359,9.75756139939977,4.31471102503107,6.07153186275862,10.1281970851644,4.9118847210987,13.4335405453053,8.40838154522212
"TCGA.AB.3008.03A.01T.0736.13","LAML",6.32264175953567,0.961821691539484,8.88739324962492,8.01739823462791,7.45591735439625,5.50126912092398,5.80831749105507,6.45307602447975,3.58977546945217,1.58435214213533,5.96296251735842,2.65132206153439,12.6495259165091,4.55051285746301
"TCGA.AB.2847.03A.01T.0736.13","LAML",7.01523042309208,1.53687337806344,8.81841605329377,9.01335036393761,8.8392248057054,8.33193476136288,5.90682015485484,9.22375711798645,4.97467155593659,4.97393280236195,11.0443435019647,5.43111818633805,12.3370145099147,7.97789694441401
"TCGA.AB.2934.03A.01T.0740.13","LAML",7.34199113628926,2.47518112491162,11.122994584451,7.68717191436544,7.43810230398998,5.41294723230752,8.73068921278952,7.64426601765706,5.79272263080488,3.94778448851564,5.07483640593812,2.2626413631771,13.8455502469232,5.61720443185865
"TCGA.AB.2933.03A.01T.0734.13","LAML",7.65120004928049,1.40055507458814,10.2420694859685,8.37206491987369,7.58009811301048,6.99635458377182,10.0478778493691,7.69269555490355,4.73773542721336,2.67785539310597,8.15256275367837,2.28933460896475,13.3798177968235,5.76087826104753
"TCGA.AB.2806.03A.01T.0734.13","LAML",5.27454939518476,1.26388271306342,6.40144197333998,7.41326648252012,6.51194357856787,5.04055088863338,5.43127575760664,4.54013569887486,3.2330137134616,1.97709321190806,7.24836724262617,1.24050265896995,13.245649051062,3.00034259939014
"TCGA.AB.2942.03A.01T.0734.13","LAML",6.69179824625242,2.46624264838193,10.2548587308127,7.37088905988826,7.48122307671634,6.16172542321709,7.82848179347148,7.07679890439288,5.26175645375611,2.08588823032369,10.4531262301293,1.97550029532846,13.4652870979297,4.90998906028917
"TCGA.AB.2814.03A.01T.0734.13","LAML",5.55223432170195,0.843501525536823,7.39589762826364,7.89941798128637,6.97108418389412,5.64026568497297,7.91133701046653,6.52031184943064,3.94664665369219,1.87606568473188,2.84118985163579,3.13701090464088,12.9827697043723,8.48901300240726
"TCGA.AB.2822.03A.01T.0734.13","LAML",6.46911143192985,2.2447790314947,8.70986443096401,7.00326065135089,6.81491227648369,5.17851094045554,3.8595327293187,6.115121831136,3.8515191911699,2.52196696315979,4.8522617934172,2.74627728652838,12.767477963415,5.32885800111657
"TCGA.AB.2986.03A.01T.0734.13","LAML",5.5660463729616,0,6.81684502393289,7.80677682764038,7.77687632076871,7.02964856239292,7.53691559740625,8.10024369447438,2.66295741957065,2.60254293103788,7.22999251390476,3.45246991850559,12.5175463700104,6.20782844417504
"TCGA.AB.2965.03A.01T.0734.13","LAML",5.21325889912485,2.00887329829017,10.6012306292147,6.86601404238874,5.80884888123529,5.15043892251337,6.85260395580485,5.74273599793527,3.31752115100171,3.17198971202442,6.62097425956462,1.69750293628718,13.5365428650126,3.5170740798157
"TCGA.AB.2865.03A.01T.0736.13","LAML",5.23884148047065,1.77836052353987,11.0857416724149,8.87361499303061,7.29386010517736,6.60657481957392,9.61577458082246,7.84365783111128,4.81678911821864,5.06028308229523,8.68966934653444,2.71285126970325,13.1782869187244,6.81809256865157
"TCGA.AB.2995.03A.01T.0735.13","LAML",7.43750261772065,1.87490616112256,7.9431171348396,9.35335139592851,8.78534611560128,8.76550875320956,5.44338187214408,9.33419192481405,5.19208367018461,6.00435392154743,6.77791453132724,5.91110595043042,13.3759582185659,8.21521991672655
"TCGA.AB.3006.03A.01T.0736.13","LAML",6.71758832808532,0,8.00591978384564,7.26346857445316,7.06068568719236,4.76143764362635,4.54831121315086,6.60348230481078,3.70509321973489,2.3659653593242,9.29923287527058,2.5151894067818,12.1602251257041,5.70580930103135
"TCGA.AB.3001.03A.01T.0736.13","LAML",6.77863416816981,0.755295639300233,7.66818955694299,8.11299106174711,8.82618159697385,8.03536937751443,7.47804603688373,8.90802163556525,4.54196081158699,3.34778469805014,9.73468113564965,3.29745168374794,12.8032566468719,7.83680149738094
"TCGA.AB.2825.03A.01T.0736.13","LAML",5.50481711840075,1.6199301598041,11.9052718103398,6.24488489572605,5.04192512147593,4.81154110686658,8.34380515106003,6.24731032959672,4.24039066038533,3.23975384300273,6.37977808215013,1.46966537243477,13.9826861406208,4.08420886730377
"TCGA.AB.2874.03A.01T.0735.13","LAML",4.28780099947978,1.64489266378641,8.94298031055979,7.11945310501211,4.93370398960179,4.1551457192795,7.80383353712825,5.72734153245865,3.67019451282361,1.46087981390161,7.70866524194087,1.29144471702479,13.0613044403097,3.54897907468448
"TCGA.AB.2901.03A.01T.0735.13","LAML",4.49997203009424,0.438135502518273,8.18658578185932,6.05893863889895,5.23882394187213,6.06510112250764,7.24100493888098,6.27574893762388,3.20989000723404,2.72855268668082,11.9310364095524,1.57725545232721,13.5466600752327,5.01018903620663
"TCGA.AB.2817.03A.01T.0736.13","LAML",7.15014883812627,2.49794380224591,9.58320028393536,7.84889323057221,6.40859801421563,6.20458233687514,7.71309267258112,7.24139947960927,2.80490025342809,4.3562027691102,10.1001839505813,3.54370757796242,12.7217299307512,6.56793326582739
"TCGA.AB.2967.03A.01T.0734.13","LAML",5.39170695684702,1.42998169901944,9.02973114150371,6.05531550695031,5.94648221298506,4.87038569714558,8.74350187305359,6.23255023115564,4.01663894211379,2.57006062620149,7.61746940897726,0.831932492597713,13.5075483404307,5.01446688326532
"TCGA.AB.2873.03A.01T.0735.13","LAML",6.50647279021879,1.84544632679215,12.6727849151629,7.01878612710806,7.34146448487171,7.51320557593996,9.79829096431158,7.52577577274993,4.08095606230876,4.20201272528222,5.6023907727899,3.09491097836807,13.9709878063639,5.98059431200659
"TCGA.AB.2992.03A.01T.0735.13","LAML",7.05673635774043,2.33855002420386,9.81466757156329,8.38027587642905,7.56447379768352,6.99341618162022,10.9768897763058,8.38319236601464,4.181985076522,2.9014192820533,8.51993437229398,5.4298307545836,13.8915882332731,7.30184185165384
"TCGA.AB.2932.03A.01T.0740.13","LAML",4.96889811547655,1.8037348409334,11.5457131040037,6.13981042111101,4.78943080363759,4.85745672394672,8.24698202660767,6.33784340504585,1.9712216418545,3.12711318754578,5.29187647122404,1.7974767704795,13.7323980391231,4.59865104788461
"TCGA.AB.2803.03A.01T.0734.13","LAML",4.50622458508021,0.676943476717758,7.02585922449798,6.53526716926043,7.15223955005576,5.64409073111911,7.8427218029335,6.54968402858874,3.77128344982436,2.26434626367214,11.1030111739183,0.537466561142669,11.6694045444911,5.1690992229931
"TCGA.AB.2881.03A.01T.0735.13","LAML",7.08985392599344,2.2248090088535,9.92765656836048,8.43565993624785,8.42704512761855,8.29012435249408,8.26039713222392,8.28758252217812,4.62705229779293,3.54709777187058,9.35716011607114,3.07338734895727,13.9701765852522,6.18347857445383
"TCGA.AB.2908.03A.01T.0740.13","LAML",6.15318132892571,0.830904309802059,8.51787866125917,9.05231389583942,8.89632010075966,8.34138438907697,8.43601476449765,8.80625983452635,5.32764784758543,3.4179313290846,7.35161863496834,5.22511233567353,12.495641029569,6.92738094414209
"TCGA.AB.2839.03A.01T.0734.13","LAML",4.81083585903098,1.26642894208362,7.53556799062381,7.5347734514167,6.42789247125095,3.50102807091127,5.49573169728411,5.81377026654341,3.54752386222768,1.48119009070798,8.87793992127757,2.37844517854317,13.0979060061766,3.61534566751306
"TCGA.AB.2884.03A.01T.0735.13","LAML",7.01861403286708,0.643137429300418,12.1612600276499,7.22388454414975,6.74683841207564,6.94951295046281,8.17396023916813,6.65288255495401,4.73166116377168,2.15348280855658,8.30638687306034,1.54647827271432,13.5136686953929,5.49957804701013
"TCGA.AB.2925.03A.01T.0735.13","LAML",4.84041802247574,3.66530971587936,10.1441318901382,6.4263086157583,3.88987068356238,4.72064176605492,6.90895325686247,5.78400936893102,3.34034862610465,2.30538653513551,5.21482783590795,1.82500776963241,12.8316186525763,3.79821645145469
"TCGA.AB.2863.03A.01T.0734.13","LAML",4.6553792466812,0.701725064088493,9.94571013244039,6.66012276300051,5.37264064335402,3.99416525156509,6.95463814983926,4.11069322377035,2.66827800305682,1.45545243530869,3.71320552337231,1.63198668390332,13.4832442278723,0.731617722840621
"TCGA.AB.2912.03A.01T.0734.13","LAML",5.81764783158046,4.20747465878408,10.9872820245599,7.0667155880424,6.07634468819813,5.8115712405052,6.59709727290577,5.7523410038029,3.25850384944925,1.31680516843501,5.20802288035574,3.39147162454014,13.4535485729978,4.16584763911659
"TCGA.AB.2904.03A.01T.0734.13","LAML",7.33047220886823,1.56871313273577,8.0336979938075,8.54649717988456,8.22243385981733,7.74234487338566,4.40022192683549,8.38290613929596,4.90038381666693,4.05056007801969,8.45909782412768,4.36366264944472,13.2093994158678,6.99121683547344
"TCGA.AB.2948.03A.01T.0740.13","LAML",6.39176884799346,1.07932093318859,11.0817603905629,8.29893253882426,7.17225488178673,6.53703869917906,9.8621514601906,7.1797826985775,5.58133919452828,3.24963503431375,6.22064860528642,3.1715343075794,13.8180434427978,5.56159191982396
"TCGA.AB.2910.03A.01T.0740.13","LAML",5.49085613967157,3.56385822921333,7.58833379133539,6.03766202379513,5.42199833180457,5.62582372044488,6.85419336067643,6.54065537088875,4.05655751800496,3.3216195817686,3.95036120769195,2.31028365418324,11.6503450192467,5.23719274871483
"TCGA.AB.2828.03A.01T.0734.13","LAML",5.12271704294798,3.03751082002679,11.2869211593794,5.99894092354566,4.64551616805638,4.37959810102949,8.3960761926387,5.67865914125289,3.90929308582382,1.73684690613795,6.89814639003836,1.3935476568138,14.0850496387829,4.22305951353968
"TCGA.AB.2999.03B.01T.0748.13","LAML",6.76367630093225,1.07148737548976,6.74490964241936,7.71058178414276,8.79168906516447,7.6420233404392,6.53941726494272,8.55692384918872,4.58827688922783,3.97359951004856,12.5124742094642,3.78267843454189,12.4771850961225,6.56652902155834
"TCGA.AB.2856.03A.01T.0736.13","LAML",6.03202462011116,1.91820128246041,8.93530157997187,7.73035413368479,7.11782492528406,5.94367415713214,7.27265196363552,7.3101261765107,4.58449956179511,3.83917278863255,5.76725017681538,2.38013739004145,12.9811924856947,5.37023055369347
"TCGA.AB.2924.03A.01T.0740.13","LAML",5.36193345597195,1.70171109240538,10.6016527833243,6.58005964141471,6.36733820674287,5.25919040059337,8.6271028319884,6.12423486349344,4.99226992614006,2.71421338549938,7.47956697821746,0.81969685922828,13.9674381256008,4.03775119547205
"TCGA.AB.2909.03A.01T.0744.13","LAML",4.21586798152019,0,7.16370009367136,8.20097571510486,6.84930127910589,4.81358784642268,6.15812904996849,5.14400835677914,3.88285821494921,2.21583807629692,6.91210162028489,1.11572941904371,13.2306539982646,3.62373812764197
"TCGA.AB.2840.03A.01T.0734.13","LAML",6.4921656607609,1.21062519538043,8.67843470341761,6.59873039134961,7.16402417386696,5.66362957982924,5.52791145533074,6.38482706113721,3.88164504394954,2.41910442214771,8.58511708057962,1.72916109357302,12.3230409076998,4.35524184393088
"TCGA.AB.2823.03A.01T.0736.13","LAML",4.64505808308022,0.395373394560213,6.55722639250339,7.09637029924514,6.45590697015763,6.95710540696575,6.22324835747381,7.63365870914591,3.22362333933998,3.47807311504528,9.40541847492253,1.55855978883714,13.7778763418731,5.76998590645024
"TCGA.AB.2971.03A.01T.0734.13","LAML",5.6077631673751,2.73534246762913,10.8749788239054,7.94094063348307,8.40540209806767,7.12902656405918,7.83869912786408,7.88750255520868,5.96132003413287,2.44073895381694,8.31389910420578,3.25883434739552,14.3234902764418,5.6074457247365
"TCGA.AB.2959.03A.01T.0734.13","LAML",6.89033828855941,0.909297586302627,7.85406948590415,8.64117177091786,8.97811611949366,7.15015277608125,5.25404580729341,8.2887137114929,4.57401671243805,4.14748562188332,7.11961166116022,4.60097889257314,13.3313172740314,7.0384131345241
"TCGA.AB.2807.03A.01T.0734.13","LAML",8.02935950404828,1.43544216143787,8.65762276561746,7.18175827049643,5.95597686353971,5.31046198061652,4.91103811675615,6.217569602887,3.58532312940467,2.89352116292349,6.72878667032167,1.62902950605167,12.3774170759058,3.79800902761339
"TCGA.AB.2983.03A.01T.0734.13","LAML",7.94587493470981,3.43157315320536,9.95551154728943,7.94263658881726,7.56590547683171,7.08408148960339,6.28368777303235,6.78051835838128,4.20768205287533,1.86460429321607,8.07150217984455,3.31270413318881,13.0576430180413,4.83230269243943
"TCGA.AB.2808.03A.01T.0734.13","LAML",5.12749349055696,1.78521447579724,9.36070295671142,6.9229176044535,6.33383421260797,4.87427851870667,10.1142341448485,6.05255204724773,3.03899797879751,1.56756693455859,8.60181300869596,2.30424173214098,13.3027377415867,2.86481014556734
"TCGA.AB.2929.03A.01T.0735.13","LAML",6.32606646486605,1.69500984006634,9.50732089771325,9.1000475094177,8.42146615593056,5.23964254867306,7.61513423877858,8.67884374272879,5.97595799258896,5.50980053448773,9.93163064425417,6.12398324276368,14.2341611998596,7.20335583438197
"TCGA.AB.2844.03A.01T.0736.13","LAML",5.24772633229078,1.21091505226306,9.65111060756945,7.28098154582078,5.37501859347019,3.31702652395236,7.12530409846932,6.17355843140886,3.03038905273646,2.02287206376642,8.33353412341627,2.23995578039765,12.8957834925531,4.91757974100403
"TCGA.AB.2815.03A.01T.0734.13","LAML",5.88361884671244,3.4886434498947,11.262567656386,6.63975753658717,5.34588319621504,3.43321878080729,8.7721972958982,5.28509602242343,3.6611795223382,1.95841773259747,9.42358045962106,2.19123374110695,13.9298708321493,3.47166871208988
"TCGA.AB.2842.03A.01T.0734.13","LAML",4.75452852118418,1.75093786853649,11.0679887164103,5.74956014321601,5.79487035807689,4.78719793331025,7.57934941838792,5.9584696961773,3.60292003037842,1.53889554379487,4.56848761551896,1.23920017692924,13.3971188771096,3.888558182475
"TCGA.AB.2832.03A.01T.0736.13","LAML",6.61719386030359,0.900848911021579,8.65325894504867,6.9091925265174,5.25237886310772,4.51072690867713,4.36466576916586,6.63981387687399,4.64719360824889,2.28018966856228,3.04555828876932,1.31599229265663,13.0362010578481,4.20528302417245
"TCGA.AB.2896.03B.01T.0751.13","LAML",5.79551979373936,0.840291595917506,7.72304535471826,6.55322897668897,6.46174866346161,5.64078039665944,5.84065192439746,6.87415092640895,4.26533187074877,2.26264166347995,9.67000501338385,0.455753074829557,13.5273165999508,4.37484474128973
"TCGA.AB.2810.03A.01T.0736.13","LAML",5.17241950105755,0.620426831124458,7.33249537046075,7.85018893911129,6.26724940607104,6.8184475428942,9.03849194234446,7.76433316998856,3.35842439536099,3.03039641148556,9.84233321780012,3.27721350987275,12.3282750176451,6.00449914504465
"TCGA.AB.2838.03A.01T.0736.13","LAML",6.69383803358243,2.90873739397151,10.4912369410999,8.97645599710852,7.60592186460747,7.06351508467907,10.2858046221983,8.4905025003387,4.76938033926602,4.34515307711063,12.3377700886812,3.60311237275834,13.5591711762892,7.11687623050477
"TCGA.AB.2816.03A.01T.0734.13","LAML",6.30689035574198,0.323985778471669,10.7786676449649,6.21866022836314,5.50752038908174,3.96726108773191,8.04806869183593,5.90440563114258,1.02062665058996,3.05667723202912,6.56342316972414,2.29154182323857,14.1883778345816,3.85414529657655
"TCGA.AB.2855.03A.01T.0736.13","LAML",4.7798417206155,0.677296395112444,8.00770813069589,7.23586199183236,6.0264755730204,3.78549124121667,4.34046603107205,5.24929591536276,3.37200484431215,2.68424115525897,5.28116930045647,0.550415221210454,13.1906770317623,3.73958891264427
"TCGA.AB.3002.03A.01T.0736.13","LAML",7.61530834746474,2.5177395339018,8.75312390554094,6.75087260299947,7.18798788915856,7.11313547706176,6.94793220023949,7.29012582207591,3.79182448769491,4.11614749411516,7.39787683493209,3.26724907712075,12.7398313774029,5.37673837728486
"TCGA.AB.2879.03A.01T.0735.13","LAML",5.37773508546736,2.07918381124561,5.84712086462787,6.41019858980954,4.34765648228842,3.73265134945436,3.7748117214966,5.58348242104071,3.96023367169445,1.38311175870224,8.55356049449077,1.58535477623128,13.2559616515633,4.38902294538724
"TCGA.AB.2890.03A.01T.0735.13","LAML",6.67564243866825,0.313276119622917,9.96804087456588,8.82388026094809,9.4259211602902,9.35417935759856,7.50141369067821,9.85957371356007,6.2943248282241,5.83669242084943,9.30301301037254,4.21957350775668,13.9231044800536,9.09637993598639
"TCGA.AB.2851.03A.01T.0736.13","LAML",7.4219396808493,2.13893120976861,10.3795965543547,7.59666458646595,6.71652723429373,5.32184896499107,8.96851795623875,7.09943554762811,4.17727999596932,4.1539258466203,6.91980483888799,2.51033347847548,14.2031197341082,5.97433657317303
"TCGA.AB.2860.03A.01T.0736.13","LAML",7.47344593934681,4.55092353047992,10.0840618902922,9.2284593422539,8.40478653312096,7.61040118770717,8.49853559084979,9.3078738875288,5.03405280417328,5.37658404871163,7.18603640280824,4.46108062048272,13.4584618795999,8.30532761992063
"TCGA.AB.2939.03A.01T.0740.13","LAML",4.76570250221255,0.247076554590987,7.87359380112406,8.03483154945801,5.65836171326837,5.16471142287275,7.11392964095773,5.8580529644944,3.64125699872677,1.77174016830968,9.33491722630506,1.8132995456991,12.1329051374441,3.46909149404137
"TCGA.AB.2880.03A.01T.0735.13","LAML",4.37835619099131,1.96989865097653,9.7766130860797,6.79819351793148,5.90130126676916,4.33056094678429,7.07510912889434,6.69939521312079,4.20945336562895,1.38038006458864,7.74122009070995,1.05726329866189,13.3067016294449,3.31159030230034
"TCGA.AB.2915.03A.01T.0740.13","LAML",6.95360708500671,0.888226135194823,10.7754433420071,9.14151089126795,7.98949392213004,8.68795166640801,10.1454287472518,8.47725004168445,3.3715449234621,3.5655741954645,7.02331127192546,3.37197387995242,14.303308599194,7.9260035710442
"TCGA.AB.2955.03A.01T.0734.13","LAML",4.43707533620538,1.61947615322639,7.57626216074706,7.34740305301885,6.99662646447156,5.25132246785701,4.08339479176749,6.42725150110802,4.16193604005942,1.58875601878863,6.03807268773796,0.866553841214913,13.5129375115152,3.28863909997006
"TCGA.AB.2858.03A.01T.0736.13","LAML",5.54028003107485,2.13462911947808,7.85091037463163,7.45077309238162,8.51195564872933,7.04420954715752,6.77662733080495,6.24454701585982,4.02397385907277,2.77446132132451,11.929147736431,2.96417298772129,13.0741462137348,4.71350886816061
"TCGA.AB.2821.03A.01T.0735.13","LAML",7.65468550126188,2.9594069559198,10.2659595286259,8.08486970848755,7.4238159993142,5.8807757798634,8.71696292783182,7.72914404027847,4.22026029517548,4.09906665260983,5.86661015266139,3.5760274199514,13.25108385397,6.80555300467403
"TCGA.AB.2998.03A.01T.0735.13","LAML",4.99795749048397,0.269063344400653,7.89019039747766,6.45360123235433,6.36180207046296,5.12867163802327,5.93587482296753,6.53766944206317,2.96358509624838,3.22029585868578,9.31048235503332,1.10713622578214,13.2268754396785,4.30340084934202
"TCGA.AB.2835.03A.01T.0736.13","LAML",5.58934645574058,1.22274953426628,10.1675111337719,6.1960606417828,4.45734194216091,3.87730055279273,8.74795341308223,5.0777163558707,3.59482320871807,2.36618095386181,4.30450093791967,1.20800520933749,13.7071756341076,3.23650792540928
"TCGA.AB.2927.03A.01T.0740.13","LAML",8.49417068943425,3.35944477414897,10.1657175900145,8.93880304305019,8.79197550907563,7.59218200214601,6.83844022094039,8.57578193762879,4.71944084601737,5.60827170873771,10.8851714400931,5.03032808783731,12.889548452794,7.33091687811462
"TCGA.AB.2931.03A.01T.0740.13","LAML",4.92168515021805,0.567375192062305,7.65573318392506,6.22304167063415,5.97342625509932,5.55526984910094,4.75334577246961,6.58725100063648,2.3221012079057,3.26557495475789,10.2884749276472,1.59338957230898,14.1865256353382,5.02474962194301
"TCGA.AB.2917.03A.01T.0734.13","LAML",4.15291692537618,1.55484464465371,8.53990767669192,7.94105006515311,7.99723288045302,6.71004229116826,8.8459536965583,6.54641791135713,4.15958075075212,2.79678393717465,8.28412555266977,4.29210373703218,13.418647017506,4.43816641058752
